@title,Bahasa Indonesia
#03248,Show Self
#03249,Display Rank
#03250,Last Week
#03251,All Time
#03252,You cannot register 0 points.
#03253,You cannot register <0>.
#03254,#<0>/<0>
#03255,Past Scores
#03256,=#03046
#03257,Online Ranking
#03258,Max Play Points
#03259,Max Money by Y<0>
#03260,(Unregistered)
#03261,High Score
#03262,Play Points
#03263,Tunjukan ranking
#03264,from when?
#03265,Rank
#03266,<0> Ranking
#03267,#<0>
#03268,Kirim semua
#03269,Input Inquiry Code
#03270,"Download ""save.bin""?"
#03271,Please enter your\ninquiry code.
#03272,Send all data.
#03273,Send inquiry data?\nPersonal information will not be sent.
#03274,Yes\tNo
#03275,Transmission complete.\nThank you for your cooperation.\nPlease contact support.
#03276,An error has occurred.\nRetry?
#03277,Error
#03278,The data is not compatible.
#03279,=#02996
#03280,Overwrite system data?
#03281,Failed
#03282,File tidak ditemukan.
#03283,Transmission complete.
#03284,\nQuitting app.
#03285,No applicable data found.
#03286,Send Inquiry Data
#03287,Receiving Data
#03288,=#02996
#03289,Lanjutkan
#03290,Permainan Baru
#03291,Hapus
#03292,Crew List
#03293,Combat Teams
#03294,Dismiss
#03295,Ubah Equip
#03296,Lihat Stats
#03297,=#02196
#03298,Menyimpan Game...
#03299,Current save data\nwill be overwritten.
#03300,Current save data\nwill be deleted.
#03301,Game saved.
#03302,Save failed. [
#03303,]
#03304,How to Play
#03305,=#01385
#03306,Demo Version
#03307,(C) Kairosoft
#03308,=#03008
#03309,Research Log
#03310,Bounty List
#03311,Ship Info
#03312,=#02206
#03313,Master Members
#03314,Prisoner List
#03315,Facility List
#03316,Keluar Game
#03317,Ke Title Screen
#03318,=#03293
#03319,=#03292
#03320,=#03102
#03321,Change Equipment
#03322,=#03294
#03323,Acquired Relics
#03324,Lihat Items
#03325,Lihat Equipment
#03326,Dapatkan Medals
#03327,Toko Spesial
#03328,Reward Conditions
#03329,Info pulau
#03330,Orders
#03331,Teman-teman
#03332,Monster Guidebook
#03333,Medal Purchases
#03334,Campaigns
#03335,Info update
#03336,Tidak dapat diubah<br>selama quest.
#03337,Kembali ke title screen.
#03338,=#02204
#03339,Pesanan Kru
#03340,Grup
#03341,Single
#03342,Kerja 
#03343,Harta
#03344,=#03121
#03345,Pulau
#03346,Sistem
#03347,=#02202
#03348,=#02211
#03349,Min
#03350,Sen
#03351,Sel
#03352,Rab
#03353,Kam
#03354,Jum
#03355,Sab
#03356,Pagi
#03357,Sore
#03358,Malam
#03359,<0>/<1>
#03360,PIRATE NEWS
#03361,Pemberitahuan
#03362,Campaigns Saat ini:
#03364,Isu baru tersedia
#03365,Pemberitahuan Hari Ini
#03366,Dialog Window
#03367,<0>'s Monarch
#03368,Wairo Inc.
#03369,=#01924
#03370,Gunakan
#03371,Skill
#03372,Rubah Job
#03373,=#02212
#03374,Liat Skill
#03375,=#02196
#03376,Bertarung 
#03377,Tugas Kapal
#03378,Level
#03379,Skill
#03380,Battle Power
#03381,=#02217
#03382,Anda tidak memiliki kru.
#03383,Anda tidak memiliki kru yang belum ditugaskan.
#03384,Anda tidak memiliki rekan kru yang dapat diberhentikan..
#03385,Nama Kru
#03386,Monster gabisa ganti job njir
#03387,Peringkat armada Anda tidak cukup tinggi<br>untuk ambil bagian dalam pertempuran.
#03388,Tidak ada lagi monster<br>yang dapat bergabung dalam pertempuran.<br>Batalkan pilihan monster lain terlebih dahulu.
#03389,Pilih seorang kru.
#03390,Pilih Kru
#03391,Kru Battle: 
#03392,Kru Di Onboard: 
#03393, 
#03394,Monsters: <0>/<1> | Combat <2>/<3> 
#03395,Gunakan Item
#03396,Anda tidak memiliki kru onboard.
#03397,Melanjutkan quest / bertarung di dek.
#03398,Mengambil / meneliti item.
#03399,Bertarung / mengambil barang.
#03400,Memberhentikan...
#03401,Tim Power Up
#03402,Combat: <0>/<1>
#03403,"Anda harus peringkat <co=255,0,0><0></co> atau lebih tinggi untuk ambil bagian dalam pertempuran."
#03404,<0> Master
#03405,<0> Lv. <1>
#03406,Monster Lv.
#03407," Building <co=25,25,255><0></co>"
#03408,=#01982
#03409,Kemampuan khusus
#03410,<0> tidak bisa<br>dihapus sebagaimana mestinya<br>melebihi batas maksimum.
#03411,Kamu tidak memiliki apa-apa<br><0> Untuk di pakai.
#03412,Tidak ada efek.
#03413,Kamu tidak dapat menambahkan lagi.
#03414,Status Knowledge
#03415, <0> Jobs
#03416,Ketuk untuk Memberi Perintah
#03417,Quest XP
#03418,"Tidak ada ""knowledge"" yang diperoleh."
#03419,"Dapatkan ""knowledge"" untuk <co=0,84,255>Membuka lebih banyak jobs</co>."
#03420,Pilih aksi
#03421,=#02217
#03422,XP
#03423,=#03371
#03424,Gunakan.
#03425,"Dapat bergabung dengan misi dengan  <co=255,0,0>wizard</co>."
#03426,Tidak bisa di pakai
#03427,"Membutuhkan ""<co=0,0,255><0></co>"" skill."
#03428,Saat ini: 
#03429,Tida Ada Equipment
#03430,Bertarung dalam Pertempuran
#03431,=#02221
#03432,Kemampuan: 
#03433,"Tap untuk pakai ""<0>."" Tersisa:"
#03435,Tidak dapat mengedit tim sekarang.
#03436,Bubarkan tim ini?
#03437,Pilih tim.
#03438,=#03436
#03439,Tidak ada anggota yang ditugaskan.
#03440,Pemilihan Tim: <0> tim menyerang
#03441,Buat Tim Tempur: <0> tim tersisa
#03442,Pilih anggota tim
#03443,Kosong
#03444,Pilih <0> Lebih banyak tim(s)
#03445,lalu pilih tim penyerang.
#03446,"Bubarkan tim lain,"
#03447,lalu coba lagi.
#03448,Anggota yang Belum Ditugaskan: <0>
#03449,Ketuk untuk memilih pemimpin.
#03450,Ketuk untuk memilih anggota tim.
#03451,Bubarkan tim
#03452,Mulai Survei
#03453,Mulai Bertarung
#03454,Tidak bisa diubah.
#03456,Aktivitas
#03457,Populasi total.
#03458,Populasi
#03459,Kekuatan Musuh:
#03460,Frekuensi musuh:
#03461,Pulau tujuan
#03462,Lebarkan layar.
#03463,Survei <0>
#03464,Tap untuk pergi ke pulau itu
#03465,=#03210
#03466,Pilih destinasi
#03467,Tap untuk menggunakan fasilitas pulau
#03468,   <0>/<1>
#03469,Ini adalah situasi yang sangat berbahaya.
#03470,Equipped
#03471,=#02210
#03472,Rekrutmen Kru Rank
#03473,Building
#03474,Menyinkronkan Waktu ...
#03475,Berlayar <0>!
#03476,Anda tidak dapat merekrut lebih banyak kru.
#03477,Kru Baru
#03478,=#02182
#03479,=#02184
#03480,Ganti (<0> sisa)
#03481, / Lv Musuh.
#03482,Menggunakan <0> Stamina
#03483,Tidak butuh stamina
#03484,Item ini tidak dapat digunakan.
#03485,Menggunakan <0>?
#03486,Anda tidak dapat menambahkan saat survei..
#03487,Anda tidak dapat menambahkan saat dalam pertempuran.
#03488,"Tidak ada yang ""<0>""<br>dilengkapi."
#03489,Item khusus diperlukan.
#03490,Power Up <0> people x <1>
#03491,Item special
#03492,Anda tidak punya apa-apa.
#03493,Max Stock
#03494,Setiap
#03495,=#00030
#03496,Kamu membutuhkan lebih banyak poin.
#03497,Tidak punya itu.
#03498,Itu sudah melewati batas.
#03499,Terima kasih!
#03500,Beli
#03501,Jual
#03502,<0>'s Favorite Facilities
#03503,Penghapusan Massal
#03504,Tidak ditemukan
#03505,=#03138
#03506,Not Nearby
#03507,Tap to Select Building
#03508,=#02196
#03509,Swap Places
#03510,Score
#03511,Ruang tahta
#03512,Populasi: <0>
#03513,Register
#03514,=#02184
#03515,Funds
#03516,Relics
#03517,<0> Type(s)
#03518,<0> pts
#03519,Get <0> Relics
#03520,Get <0>G
#03521,Get <0>
#03522,=#03521
#03523,Get <0> x<1>
#03524,=#03523
#03525,Check Play Points
#03526,=#03328
#03527,Go to Another Country
#03528,Online BP Ranking
#03529,Talk to King
#03530,=#03328
#03531,Fulfilled Reward Conditions
#03532,New Reward Conditions
#03533,<0> Effects
#03534,Gold\t
#03535,<0>
#03536,Relic's Effects on Crew
#03537,Added to all crew's stats.
#03538,<0> Relics Obtained
#03539,Upgrading...
#03540,Reached max level.
#03541,=#03158
#03542,Present
#03543,Owned
#03544,=#00480
#03545,Use to
#03546,Start Upgrade
#03547,Level Up Relic
#03548,Relic upgrade
#03549,construction complete.
#03550,Daily Play Bonus
#03551,<0> days in a row!
#03552,Receive
#03553,"You got <0>G,<br>and population went up by <1>."
#03554,You don't have a ship.
#03555,There are no prisoners in your brig.
#03556,"They will be moved to the ship.<br><co=128,128,128>* Remember to take them back to your base. *</co>"
#03557,Checked enemies.<br>
#03558,Turn in for their bounties.
#03559,You can't add any more crewmates.\nDo you want to dismiss any?
#03560,Don't recruit them and<br>
#03561,turn them in?
#03562,let them go?
#03563,Prisoners in brig: <0>/<1>
#03564,Prison Outpost
#03565,Job Master
#03566,Turn in checked enemies
#03567,<0>G
#03568,None checked
#03569,=#03520
#03570,Bring all to the ship
#03571,=#03443
#03572,Recruit them or let them go?
#03573,Return to base to collect bounties.
#03574,Recruit them or turn them in?
#03575,=#02209
#03576,Let Go
#03577,Recruit
#03578,Pay <0> and
#03579,to recruit.
#03580,Recruit for <0>G.
#03581,"<co=255,25,25>Turn them in</co> for <0>G."
#03582,<0><br>was renamed<br><1>.
#03583,The farm limit went from<br><0> to <1>.
#03584,The item and equipment<br>limit went from<br><0> to <1>.
#03585,Special ability changed to<br><0>
#03586,Example: A favorite cartoon character's name.
#03587,Example: A favorite movie character's name.
#03588,Example: A favorite pop star's name.
#03589,Example: A favorite author's name.
#03590,Example: A favorite actor's name.
#03591,Example: A favorite celebrity's name.
#03592,Example: A favorite singer's name.
#03593,Example: A favorite athlete's name.
#03594,Example: A best friend's name.
#03595,Example: The name of a friend you don't see much.
#03596,Example: The name of a childhood friend.
#03597,Example: The name of a sister or brother.
#03598,Example: The name of a classmate.
#03599,Example: A name you've always liked.
#03600,Example: A name you want to give your child.
#03601,<0> has been added!
#03602,=#03372
#03603,Skill Up!
#03604,Master all jobs
#03605,Special ability changed!
#03606,Inventory limit increased!
#03607,Farm limit increased!
#03608,Name changed.
#03609,Hi!
#03610,Change Name
#03611,=#03140
#03612,No facilities
#03613,Get when used
#03614,Product
#03615,=#00480
#03616,=#03058
#03617,Tap to Follow
#03618,=#02212
#03619,Compatibility
#03620,Returning from <0>
#03621,<0> Survey Complete
#03622,<0> Destroyed
#03623,Online Battle Won
#03624,You got <0> items.
#03625,You didn't get any items.
#03626,Fast-Forward
#03627,=#03417
#03628,Quest Score
#03629,Total
#03630,1st time: HP left (%) x crew → added to score
#03631,Online Battle Victory Bonus
#03632,Victory Bonus
#03633,Prizes change each time you battle.
#03634,Leave treasure chests<br>and withdraw.
#03635,Withdraw
#03636,Try again
#03637,=#03635
#03638,You get chests on quest completion.
#03639,"Change <co=255,255,0>Quest</co> Team"
#03640,Battle Options
#03641,Victory!
#03642,Defeat...
#03643,Arrived at <0>!
#03644,You can now bring more teams on quests.
#03645,Use turbo mode for +<0> min.
#03646,The medals you purchased have arrived.
#03647,<0> has challenged you!
#03648,Freely change quest team formation.
#03649,Cheers CP recovery speed increased from <0> to <1>
#03650,You can now use cheers in quest battles!
#03651,You can now bring more monsters on board.
#03652,Your stamina was refilled.
#03653,Island Construction 
#03654,<0> Construction
#03655,Time (min)
#03656,Assigned Crew
#03657,Cost
#03658,Assign a joiner to finish quicker.
#03659,Increase max level\nfor <0>?
#03660,Remove <0>?
#03661,=#03243
#03662,Shop
#03663,Recruit Crew
#03664,Upgrade Weapons
#03665,Care for Monsters
#03666,Play
#03667,Exchange for Prizes
#03668,Exchange for Kairo Points
#03669,Exchange for Items
#03670,Max Lv. Up
#03671,=#02196
#03672,Construction Complete
#03673,=#03535
#03674,Special Shop Message
#03675,New products
#03676,are now in stock.
#03677,Monster Farm Message
#03678,An egg is
#03679,about to hatch!
#03680,Quest Discovered
#03681,"In <0>,"
#03682,a quest was discovered!
#03683,=#03332
#03684,No. <0>
#03685,You got new info!
#03686,"You unlocked me, eh?"
#03687,<0>'s <1> is<br>now Lv. <2>!<br>Pop. +<3>
#03688,Invest in <0>
#03689,Level Up!
#03690,Past Crewmates
#03691,Tavern
#03692,No quests discovered.
#03693,No quest members.
#03694,"All members are wounded,\nso you can't leave."
#03695,Leave
#03696,Today
#03697,</co> alignment is 25% stronger
#03698,You have nothing to sell.
#03699,You don't have enough money.
#03700,You can't carry any more.
#03701,You don't have that.
#03702,Choose an item to buy.
#03703,Choose an item to sell.
#03704,Buy <0>
#03705,Sell <0>
#03706,Price
#03707,Quantity
#03708,Products (<0> items)
#03709,Stock
#03710,Insufficient weapons\nfor upgrading.
#03711,<0>'s level\nis at the maximum.
#03712,Select a material item.
#03713,Blacksmith
#03714,=#03626
#03715,=#03546
#03716,Special Upgrade
#03717,You can use smith tickets after using the blacksmith many times.
#03718,Select Equipment
#03719,Compat.
#03720,"You can use <co=255,0,0><0></co> more."
#03721,Add
#03722,=#03546
#03723,You found a new quest!
#03724,An additional <0> have arrived!
#03725,Event
#03726,Negara
#03727,Nama Kapten
#03728,"This is a <co=255,0,0>very difficult</co> mode.<br>Are you prepared?"
#03729,=#03290
#03730,Gender
#03731,=#03132
#03732,F
#03733,Kapten
#03734,Select Mode
#03735,Mulai Petualangan
#03736,Normal mode.
#03737,A somewhat difficult mode.
#03738,A very difficult mode.
#03739,<0> Expansion
#03740,Your stamina is refilled!
#03741,Your fleet rank is now <0>!
#03742,<0> has left the ship...
#03743,They returned their equipment<br>to the ship's stores and left<br>for a new life.<br>Pop. +<0>.
#03744,A record of <0>'s<br>knowledge was added to<br>your inventory.
#03745,"Tried to unequip the <co=0,0,255><0></co> skill,<br>but it would exceed the<br><co=0,0,255><1></co> limit."
#03746,"The <co=0,0,255><0></co> skill was unequipped and<br>the <co=0,0,255><1></co> was removed."
#03747,Skill Settings
#03748,Learned: 
#03749,Job: 
#03750,"<co=0,0,255>Learned</co>: "
#03751,Special: 
#03752,Add skill
#03753,Tap to select a skill
#03754,Skill Slots
#03755,Over Limit
#03756,"This would exceed the<br><co=0,0,255><1></co> limit."
#03757,There are no jobs available.
#03758,Changing job<br>to Lv. 1 <0>.
#03759,Changing job<br>to Lv. 1 <0> (mastered).
#03760, Job 
#03761,Done
#03762,Current Job
#03763,Use knowledge to change jobs.
#03764,"Insufficient <co=255,25,25>job changes</co>."
#03765,"Insufficient <co=255,25,25><0></co>."
#03766,"Insufficient ""<co=255,25,25><0></co>."""
#03767,Enemies are more likely to<br>appear on deck for <0> minutes.
#03768,Use <0>
#03769,=#03628
#03770,Islands Discovered
#03771,Completed Quests
#03772,Defeated Enemies
#03773,Crewmates
#03774,Max Lv.
#03775,Avg Lv.
#03776,Onboard Facilities
#03777,Equipment Discovered
#03778,Relics Discovered
#03779,Rewards Received
#03780,Ship Speed
#03781,Ships Destroyed
#03782,Monsters Hatched
#03783,Online Battle Victories
#03784,                        Defeats
#03785,Kairo Points
#03786,Info for <0>
#03787,Time: 
#03788,<0> day(s) in a row
#03789,Graphics
#03790,Observe
#03791,Music
#03792,SFX
#03793,Rotation
#03794,High
#03795,Med
#03796,Low
#03797,=#02205
#03798,Lock
#03799,=#02206
#03800,Lowering settings will remove
#03801,some effects and graphics.
#03802,Adjust the volume used
#03803,while playing the game.
#03804,Rotate the screen when
#03805,your device is rotated.
#03806,Observe characters without
#03807,"displaying numbers, etc."
#03808,=#03290
#03809,=#03289
#03810,Roll Dice
#03811,View Map
#03812,View Cards
#03813,Time sync failed.<br>Please try again in an area with a good wireless signal.
#03814,You can't add any more crewmates.<br>Do you want to dismiss any?
#03815,=#03294
#03816,"<co=255,0,0>Are you sure you don't want to<br>recruit the <0>?</co>"
#03817,The character was not recruited.
#03818,"<co=255,0,0><0></co> points lost."
#03819,You got <0> points.
#03820,Advance <0> squares
#03821,You got <0>G.
#03822,"You got ""<0>"" x<1>."
#03823,=#03822
#03824,"You got a ""<0>""."
#03825,=#03822
#03826,You got an egg.
#03827,Pirate Dice
#03828,Rolls left: <0>
#03829,Until tomorrow!
#03830,<0>/<1>  <0> more today
#03831,Use a Card
#03832,<0> Squares Left
#03833,Goal Bonus
#03834,You opened all chests<br>on this level.
#03835,That will exceed the limit.
#03836,Buy the <0>?
#03837,You have no <0>.
#03838,=#03500
#03839,=#00480
#03840,=#03665
#03841,Swap Out Monsters
#03842,=#02210
#03843,Fortune
#03844,There are no monsters you can upgrade.
#03845,Expand the monster farm?
#03846,There are no eggs<br>in your ship's hold.
#03847,=#03835
#03848,"<0><co=255,0,0> sale</co> <co=255,0,0>today</co>"
#03849,Care for your monsters.
#03850,Swap out monsters with those on board.
#03851,Upgrade Rank 2 monsters.
#03852,What will come out...?
#03853,Monster Farm         (<0> Eggs in Hold)
#03854,Select Monster to Swap
#03855,Select Destination
#03856,Tap to place an egg.
#03857,=#03535
#03858,No expansion is possible.
#03859,+20 Egg Slots
#03860,Quick hatching speed today.
#03861,Hatch
#03862,=#03501
#03863,Hatches after <0> items.
#03864,Strengthen with items & equipment.
#03865,=#02199
#03866,You won't be able to hatch or sell it.
#03867,Sell for <0>G.
#03868,Take on Ship
#03869,Ship: <0>/<1>
#03870,Move to Farm
#03871,Place Egg
#03872,Egg x<0>
#03873,Move from Ship
#03874,Move an onboard monster to the farm.
#03875,Boosts <0> chance.
#03876,Order crewmates.
#03877,Hatching
#03878,Select an egg to sell.
#03879,Egg Selection
#03880,Place
#03881,Place an egg.
#03882,=#03265
#03883,The egg's color changed.
#03884,Egg Hatching
#03885,New Type?!
#03886,<0> Species
#03887,"Add <co=255,0,0><0></co> more items to start hatching."
#03888,Start Hatching
#03889,<0> (<1> Left)
#03890,Start hatching.
#03891,Until Hatch
#03892,<0> more...
#03893,Ability
#03894,=#03861
#03895,The <0> is changing...
#03896,<0> received!
#03897,An egg is about to hatch.
#03898,...into <1>!
#03899,<0> hatched.
#03900,It's waiting at the monster farm.
#03901,Install games and
#03902,get medals!
#03903,games
#03904,Install
#03905,and
#03906,Try it out with a free game first!
#03907,* Applies to Google Play titles only.
#03908,<0>/<1>  Chances left today: <2>
#03909,=#03904
#03910,ed
#03911, Now
#03912,Free
#03913,Paid
#03914,<0> medal(s) acquired.
#03915,Receive <0> medal(s)!
#03916,Get <0> medal(s)!
#03917,Come back tomorrow!
#03918,The date updates early each morning.
#03919,You got <0> medal(s).
#03920,You got <0> XP!
#03921,Stats Increased
#03922,LV. <0> → <1>
#03923,Learned Skill: <0>!
#03924,Master Bonus
#03925, Destroyed
#03926, attack!
#03927,Head into battle
#03928,Start Battle!
#03929,Edit Team
#03930,No effect on<br><0>.
#03931,Select equipment to upgrade.
#03932,You have no equipment.
#03933,Trade Items
#03934,Boost Cheer
#03935,Change Cheer
#03936,Heh. Welcome.
#03937,You need more ingredients.
#03938,Heh. Thanks.
#03939,You can't upgrade it any more.
#03940,Insufficient <0>.
#03941,Consume items to<br>level up <0>.
#03942,Trading Post
#03943,Sally Prin's Trading Post
#03944,CP Lv Up
#03945,Limit Lv Up
#03946,Effect Lv Up
#03947,Reduces CP consumed.
#03948,Boosts effect time.
#03949,Boost effect amount.
#03950,Ingredients
#03951,Trade
#03952,Boost Speed
#03953,Boost Power
#03954,Boost Ammo
#03955,=#03699
#03956,Upgrade <0>.
#03957,Replace Cannons
#03958,Used for battles between pirates.
#03959,Used for battle cheers.
#03960,"Used by <co=255,0,0>snipers</co>."
#03961,=#03500
#03962,Change to <0>
#03963,Modification Cost 
#03964,Crewmates work individually!
#03965,All crewmates work together!
#03966,Go back without changing?
#03967,All Crew
#03968,=#03912
#03969,Assign Duties
#03970,All crewmates have the same duties.
#03971,Crewmates have different duties.
#03972,Select Duties for All Crew
#03973,Failed to connect to opponent.
#03974,Challenge Battle
#03975,Friend Battle
#03976,=#03928
#03977,Battle with <0> 
#03978,Challenge
#03979,Change Opponent
#03980,Search
#03981,Send Friend Request
#03982,Cancel
#03983,Use <0> stamina to challenge.
#03984,Use <0> stamina.
#03985,You won.
#03986,Not reflected in online rank.
#03987,Victories/losses are not reflected.
#03988,=#03166
#03989,Rank: 
#03990, Destroyed!
#03991,Change Formation
#03992,<0> more wins by Monday to raise rank
#03993,Go up in online rank on Monday
#03994,Your enemy's medals increased by 1!
#03995,Win against lower rank: BP +1
#03996,Win against same rank: BP +2
#03997,Win against higher rank: BP +3
#03998,Select Team
#03999,Switch Members
#04000,You can add <0> more team(s).
#04001,Quest
#04002,<0> Team
#04003,"<co=255,255,0>Quest</co>"
#04004,"<co=255,255,0>Online</co>"
#04005,=#03991
#04006,<0> Pirates
#04007,<0> people
#04008,Time's Up!
#04009,<0> Total Battles
#04010,Cheer 
#04011,Open Map
#04012,Return to Base
#04013,Cannot withdraw
#04014,Withdraw <0>
#04015,<0> Left
#04016,Bank for Surplus Medals
#04017,Use some medals before withdrawing.
#04018,Online rank increased to <0>!
#04019,"As a reward, you got 10 medals!"
#04020,Online Battle Notice
#04021,Weekly Notice
#04022,Save Failed
#04023,Spend <0> medals to unlock<br>information for No. <1>?
#04024,Info for this monster cannot<br>be unlocked with medals.
#04025,Monster Guidebook (<0> types)
#04026,You can spend <0> medals to<br>unlock info for No. <1>.
#04027,Size: 
#04028,Monster Info
#04029,Skill: 
#04030,Color
#04031,=#00489
#04032,This monster is not
#04033,hatched from an egg.
#04034,Select Next Stage
#04035,All stages clear!
#04036,Stage
#04037,Time could not be synced.
#04038,Medal Purchase History
#04039,Medal Usage
#04040,Purchase Date
#04041,Owned (In Bank)
#04042,<0>-Medal Set
#04043,No History
#04044,All normally received products.
#04045,Used
#04046,<0> left
#04047,Recently acquired/used medals.
#04048,There are no campaigns now.<br>Try again tomorrow.
#04049,Acquired.
#04050,The monster farm is full.<br>Receive it after making room.
#04051,This would exceed the <0> limit.<br>Receive it after making room.
#04052,You haven't defeated the<br>required number of monsters.
#04053,Monster Hunt Campaigns
#04054,Monsters your friends defeat are also counted.
#04055,Only includes monsters defeated during a campaign.
#04056,Friends' Hunting Status
#04057,Refresh
#04058,Prize: 
#04059,Acquired
#04060,=#03552
#04061,Incomplete
#04062,* Cannot be received after the deadline. *
#04063,Number Defeated
#04064,Deadline: <0> more days
#04065,Deadline:
#04066,Tap for Prize
#04067,=#04056
#04068,=#02190
#04069,=#03331
#04070,Login
#04071,Select ingredients to use.
#04072,Use on Egg
#04073,=#03768
#04074,<0> time(s) challenged!
#04075,=#03241
#04076,(Max <0>)
#04077,<0> Total Battles: <1> Wins <2> Losses
#04078,Bounty Target
#04079,Bounty Amount
#04080,You can recruit or turn in just one person.
#04081,There is a new version available.<br>Please restart the app.
#04082,Quit App\tLater
#04083,Connection failed.
#04084,Connecting...
#04085,You can't battle<br>while on a quest.
#04086,You can't battle<br>while surveying.
#04087,You can't battle<br>during another battle.
#04088,You can't challenge yourself.
#04089,Online Battle Point Ranking
#04090,=#02190
#04091,<0> BP
#04092,=#00027
#04093,Rank:
#04094,Reset formation.
#04095,You have no wizard.
#04096,Select character to exchange.
#04097,You have no cannons installed.
#04098,Return the <0><br>to the farm.
#04099,Select monster to upgrade
#04100,"Requires the monster below, over Lv. <0>."
#04101,There is no <0> at the farm.
#04102,The <0>'s level is insufficient.
#04103,You can spend <0> medals to unlock info for No. <1>.
#04104,Info for this monster cannot be unlocked with medals.
#04105,There is no <0><br>at the farm.
#04106,The <0>'s level<br>is insufficient.
#04107,No. <0> has not<br>been discovered.
#04108,The <0>'s level will become 1.<br>Is that OK?
#04109,2
#04110,X
#04111,Change the monster to upgrade.
#04112,Greatly increase max stats.
#04113,=#04099
#04114,Get 80% off with a Gold Pass!
#04115, Activate!
#04116,Use <0>!
#04117,Combat Member Status
#04118,Level Up
#04119,<0><br><1> <2> ⇒ <3>!
#04120,=#00483
#04121,=#04001
#04122,Online
#04123, Change Formation
#04124,Change Cannons
#04125,Peternakan monster sudah penuh.
#04126,Monster Fortune
#04127,Pilih telur
#04128,Apa yang akan keluar ...?
#04129,Pilih telur
#04130,Hatch Egg
#04131,Lv. 50 <0> Telah muncul
#04132,=#02199
#04133,=#03257
#04134,Game gagal dimulai.
#04135,Menutup permainan.
#04136,Tutup gamenya\n
#04137,Loading gagal.
#04138,Tidak ada save data yang ditemukan
#04139,Lite Version
#04140,Open Beta 2 
#04141,Slot save
#04142,Load data
#04143,Mulai dari awal
#04144,Awal Baru
#04145,Ketuk untuk melanjutkan
#04146,Tidak ada data autosave
#04147,Replay
#04148,HP
#04149,SP
#04150,Atk
#04151,Def
#04152,Spd
#04153,Int
#04154,Melee
#04155,Ranged
#04156,=#03210
#04157,Curiosity
#04158,Work
#04159,Courage
#04160,Secret
#04161,Mohon izinkan koneksi ke jaringan\nand periksa kekuatan sinyal Kami.
#04162,Masa berlaku.
#04163,Masa berlaku: <0> hari
#04164,Masa berlaku: <0>:<1>:<2>
#04165,"Izinkan koneksi ke jaringan dan periksa kekuatan sinyal Kamu, lalu coba lagi.\nBeberapa fitur tidak tersedia tanpa koneksi jaringan."
#04166,Catatan tentang Pembelian
#04167,=#03361
#04168,Barang telah sampai dengan selamat.
#04169,Medali yang dibeli berlaku selama 6 bulan.
#04170,"Uh-oh...<br><co=60,100,200>Sepertinya saya tidak dapat terhubung ke markas.</co>"
#04171,Periksa sinyal atau jaringan Kamu<br>dan kembali.
#04172,Kemudian kami akan memiliki pilihan biasa.
#04173,Sampai jumpa lagi!
#04174,Harap masukkan kode toko\ndari support.
#04175,Kode Toko
#04176,"Di sini Kamu dapat membeli barang langka dan<br>hal-hal indah yang disebut ""medali""."
#04177,"Harganya tidak murah, jadi pikirkan dulu sebelum membeli."
#04178,Hee hee.
#04179,Hee hee.<br>Selamat datang.
#04180,Jumlah maksimal medali (<0>) tercapai.
#04181,"Oh maafkan saya.<br>Itu <co=60,100,200>sudah terjual habis</co>.<br>Apakah Anda menginginkan yang lain?"
#04182,"Ah, pilihan yang sangat bagus."
#04183,"Buying this product requires an <co=60,100,200>in-app purchase</co>."
#04184,"Children <co=60,100,200>must get their parents' permission</co> before buying."
#04185,"Saya akan selalu ada di sini, jadi silakan kembali lagi nanti."
#04186,Hee hee.<br>Jangan lupa datang lagi
#04187,=#03182
#04188,Habis Terjual
#04189,Medals
#04190,Set of
#04191,Medali yang dibeli berlaku selama 6 bulan.
#04192,Undang teman untuk mendapatkan medali!
#04193,Dapatkan medali dengan bermain setiap hari!
#04194,Stamina sedang maksimal.
#04195,Itu akan melebihi <0> batas.
#04196,Tidak dapat menambahkan selama misi.
#04197,Anda tidak dapat menambahkan lagi.\nwaktu mode turbo
#04198,Anda tidak dapat membeli<br>selama pertempuran..
#04199,Toko Princess Ham's
#04200,Lanjutkan!
#04201,Lanjutkan >>>
#04202,Item mungkin membutuhkan waktu untuk sampai.
#04203,Per Bulan 
#04204,Liat Info
#04205,Terdaftar
#04206,Putar Ulang Konten Replay
#04207,* Tidak dapat mentransfer ke perangkat lain.*
#04208,Medals: Number
#04209,Equipment: Number & levels
#04210,Items: Number & limits
#04211,Fasilitas Onboard: Number & levels
#04212,Pekerjaan yang Ditemukan
#04213,Jumlah hari berturut-turut dimainkan
#04214,Jumlah Tim Quest
#04215,Info Teman
#04216,Farm Monster: Monsters & extras
#04217,=#03332
#04218,Rank Pertempuran Online
#04219,Catatan Pertempuran Online
#04220,Waktu mode turbo tersisa
#04221,Beberapa konten Toko Khusus
#04222,Some King rewards
#04223,=#03785
#04224,Beberapa konten Dice game
#04225,Cannon purchase/upgrade status
#04226,Status peningkatan Cheer Command
#04227,Kemampuan pemilihan Hard Mode
#04228,"Cara Penggunaan: On the Title Screen,"
#04229,"pilih ""Replay."""
#04230,"The ""Current Content"" above"
#04231,dapat digunakan dalam tayangan ulang.
#04232,Jika Anda terus bermain setelah membuat
#04233,"replay itu, it won't be reflected."
#04234,"Apapun ""Past Crewmates"" Yang kau punya"
#04235,tidak direkrut akan ditimpa
